RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which of the following Star Wars films have you seen? Please select all that apply,Respondents who watched The Phantom Menace,Respondents who watched Attack of the Clones,Respondents who watched Revenge of the Sith,Respondents who watched A New Hope,Respondents who watched The Empire Strikes Back,Respondents who watched Return of the Jedi,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Rank_Star Wars: Episode I  The Phantom Menace,Rank_Star Wars: Episode II  Attack of the Clones,Rank_Star Wars: Episode III  Revenge of the Sith,Rank_Star Wars: Episode IV  A New Hope,Rank_Star Wars: Episode V The Empire Strikes Back,Rank_Star Wars: Episode VI Return of the Jedi,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Han Solo,Luke Skywalker,Princess Leia Organa,Anakin Skywalker,Obi Wan Kenobi,Emperor Palpatine,Darth Vader,Lando Calrissian,Boba Fett,C-3P0,R2 D2,Jar Jar Binks,Padme Amidala,Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),missing
3291391033,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,3,7,30
3291390734,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,5,30
3291388906,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,-1,2,4,31
3291388180,1,0,4,1,-1,3,-1,5,6,,3,6,4,5,1,2,,6,6,6,6,6,5,3,4,4,6,6,5,4,6,3,0,-1,0,1,4,3,3,3,3
3291380973,1,0,2,-1,-1,-1,-1,5,6,,5,6,3,4,1,2,,6,6,5,1,6,2,2,5,1,6,6,1,1,5,3,0,-1,1,1,4,2,4,3,5
3291378572,1,0,2,1,2,-1,-1,-1,-1,,1,2,3,4,5,6,,1,6,6,6,6,1,2,1,1,1,6,1,1,5,3,0,-1,0,1,4,3,4,3,5
3291375306,1,0,2,-1,-1,-1,-1,5,6,,2,3,4,5,6,1,,4,2,2,2,2,4,2,4,4,4,2,2,4,2,3,0,-1,0,1,2,2,3,7,5
3291364062,1,1,6,1,2,3,4,5,6,,4,3,6,2,5,1,,6,6,6,5,6,5,6,5,5,6,6,5,4,6,3,0,-1,1,0,3,-1,3,7,2
3291345427,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,5,6,3,3,6,4,5,5,5,5,6,1,0,-1,0,1,4,4,5,1,1
3291341186,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3291330710,1,0,6,1,2,3,4,5,6,,6,5,4,2,3,1,,6,6,5,4,4,4,6,4,4,5,6,5,4,6,1,0,-1,0,0,2,1,3,1,1
3291327304,1,0,2,-1,-1,-1,-1,5,6,,1,2,4,5,6,3,,5,5,5,5,4,4,3,4,4,5,5,4,4,5,3,0,-1,0,1,2,4,3,7,5
3291320154,1,1,6,1,2,3,4,5,6,,4,5,6,2,3,1,,6,6,5,3,5,1,2,5,2,5,5,4,5,6,3,0,-1,1,0,2,4,5,3,1
3291312980,1,0,1,-1,-1,-1,-1,5,-1,,4,2,3,5,1,6,,5,5,5,5,5,3,3,3,3,5,5,2,3,6,2,0,-1,0,1,1,1,2,8,6
3291290675,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,5,1,30
3291288174,1,1,3,1,-1,-1,-1,5,6,,4,5,6,2,3,1,,6,6,6,5,6,4,3,1,3,6,6,4,1,6,2,0,-1,1,1,4,3,4,8,4
3291271932,1,0,4,1,-1,-1,4,5,6,,4,5,6,1,3,2,,5,6,5,4,6,1,3,2,3,5,4,2,1,5,2,0,-1,0,1,2,3,4,8,3
3291267852,1,0,3,-1,-1,-1,4,5,6,,4,6,5,1,2,3,,5,5,5,4,5,1,4,1,4,5,5,1,1,5,3,0,-1,1,0,3,4,4,3,4
3291262515,1,0,6,1,2,3,4,5,6,,4,5,6,3,1,2,,5,5,5,5,5,1,5,1,-1,6,6,6,1,6,3,0,-1,0,1,2,3,4,9,2
3291233218,1,1,6,1,2,3,4,5,6,,4,3,5,6,1,2,,6,6,6,6,6,2,2,5,5,3,6,5,2,6,1,1,0,1,1,2,-1,3,6,1
3291206864,1,0,6,1,2,3,4,5,6,,3,1,2,4,5,6,,4,5,6,6,5,4,2,1,1,5,5,6,6,6,1,0,-1,0,1,1,2,3,6,1
3291203531,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,1,30
3291184745,1,1,6,1,2,3,4,5,6,,4,5,6,2,1,3,,6,6,6,6,6,6,6,6,6,6,6,4,6,6,1,0,-1,0,1,2,3,4,7,1
3291181010,1,0,6,1,2,3,4,5,6,,6,5,4,3,1,2,,4,3,4,2,5,2,2,3,3,2,5,2,3,6,2,0,-1,0,0,2,1,5,6,1
3291159863,1,0,4,1,-1,-1,4,5,6,,4,5,6,3,1,2,,6,5,5,3,5,3,5,1,1,5,6,2,1,6,3,0,-1,1,1,3,-1,4,6,4
3291145258,1,0,2,1,-1,-1,-1,-1,6,,2,3,4,5,6,1,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,-1,0,1,1,-1,2,6,6
3291141478,1,1,6,1,2,3,4,5,6,,1,2,3,6,5,4,,6,6,6,6,6,4,6,4,4,6,6,6,6,6,2,1,1,1,1,4,5,5,6,0
3291139156,1,1,3,-1,-1,-1,4,5,6,,4,5,6,1,3,2,,6,6,6,4,6,1,2,3,1,6,6,1,1,6,3,0,-1,1,1,3,-1,4,8,5
3291121359,1,0,2,-1,-1,-1,-1,5,6,,3,5,6,4,1,2,,6,6,6,6,6,4,5,4,4,5,6,4,4,6,1,1,0,1,0,3,2,4,7,4
3291119656,1,0,6,1,2,3,4,5,6,,3,1,2,4,5,6,,4,4,4,4,4,4,5,5,5,4,4,4,4,5,2,0,-1,0,0,2,2,2,4,1
3291101925,1,0,6,1,2,3,4,5,6,,6,4,2,5,3,1,,6,5,6,4,5,4,5,3,3,4,5,2,4,6,2,1,0,0,1,1,1,4,4,0
3291094347,1,0,3,1,2,-1,-1,-1,6,,1,3,4,5,6,2,,5,6,6,6,6,4,6,4,4,6,6,4,4,6,3,0,-1,1,1,2,3,3,6,4
3291092094,1,0,3,-1,-1,-1,4,5,6,,2,1,4,3,5,6,,6,6,6,5,5,4,5,4,4,6,6,4,4,6,2,0,-1,0,1,3,2,2,1,4
3291077381,1,0,6,1,2,3,4,5,6,,5,6,4,2,1,3,,4,4,4,3,5,4,4,4,4,3,5,2,5,5,2,0,-1,1,0,3,5,5,4,1
3291075212,1,1,6,1,2,3,4,5,6,,6,5,4,2,1,3,,6,6,6,3,6,6,6,6,6,6,6,2,4,6,2,1,0,1,0,2,4,3,2,0
3291064417,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,6,30
3291063226,1,1,6,1,2,3,4,5,6,,5,6,4,1,2,3,,6,6,6,6,6,2,5,6,2,6,6,3,2,6,1,0,-1,0,1,1,5,4,6,1
3291060156,1,1,3,-1,-1,-1,4,5,6,,4,5,6,1,3,2,,6,6,6,2,5,2,2,5,3,6,6,3,4,6,1,0,-1,0,1,2,1,4,4,4
3291056296,1,1,6,1,2,3,4,5,6,,5,6,4,1,2,3,,6,6,6,6,6,5,6,5,6,6,6,6,5,6,2,1,1,0,1,1,2,3,8,0
3291052728,1,1,6,1,2,3,4,5,6,,5,6,4,1,2,3,,6,6,6,3,6,2,2,5,4,6,6,5,6,6,2,1,0,1,0,3,3,5,9,0
3291051343,1,1,6,1,2,3,4,5,6,,5,6,4,2,1,3,,6,5,5,4,5,5,5,4,4,5,5,2,5,5,2,0,-1,1,0,3,1,2,3,1
3291045360,1,1,6,1,2,3,4,5,6,,6,5,4,1,3,2,,6,6,6,5,6,5,6,5,5,6,6,3,4,6,1,0,-1,1,0,3,-1,5,2,2
3291043176,1,0,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,3,5,3,5,6,6,6,6,3,5,4,4,5,1,0,-1,0,0,2,-1,3,6,2
3291042516,1,0,6,1,2,3,4,5,6,,3,4,5,6,1,2,,6,6,6,6,6,4,6,6,6,6,6,6,4,6,3,0,-1,0,1,3,4,4,6,1
3291037640,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3291034202,1,1,6,1,2,3,4,5,6,,6,5,4,2,1,3,,6,6,6,5,5,6,6,5,6,5,6,2,2,6,2,0,-1,0,0,2,5,4,3,1
3291033668,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,1,30
3291032418,1,0,3,-1,-1,-1,4,5,6,,4,5,6,1,2,3,,6,6,6,6,6,2,2,5,5,6,6,2,6,6,2,0,-1,0,1,3,3,2,1,4
3291029281,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,5,3,31
3291028446,1,1,6,1,2,3,4,5,6,,6,5,4,2,1,3,,6,5,5,2,5,6,5,5,4,5,4,2,2,6,2,1,1,0,0,2,2,3,7,0
3291024297,1,1,6,1,2,3,4,5,6,,6,5,4,2,1,3,,6,6,6,-1,-1,2,2,4,3,6,6,2,4,6,2,0,-1,1,0,4,1,5,3,3
3291023456,1,1,6,1,2,3,4,5,6,,6,2,1,4,5,3,,6,6,5,6,6,3,6,4,3,5,6,1,6,6,2,1,1,1,1,1,3,3,9,0
3291022655,1,1,4,1,2,-1,-1,5,6,,4,3,6,5,1,2,,1,6,6,6,6,2,2,1,1,6,6,1,1,6,3,0,-1,1,1,4,3,3,7,3
3291022275,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,1,1,30
3291022013,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3291019033,1,1,6,1,2,3,4,5,6,,1,5,2,3,4,6,,6,6,6,6,6,3,3,4,3,5,5,5,6,6,1,0,-1,1,1,2,3,3,9,1
3291018581,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,-1,4,1,31
3291015347,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,1,4,8,30
3291014757,1,1,6,1,2,3,4,5,6,,6,3,4,5,2,1,,6,5,6,6,6,5,3,6,2,6,6,1,1,6,3,0,-1,0,1,4,4,5,4,1
3291009055,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,3,1,30
3291007877,1,1,6,1,2,3,4,5,6,,5,6,4,1,2,3,,6,6,6,6,6,6,6,6,6,6,6,4,6,6,2,1,1,1,0,3,4,4,3,0
3291006540,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3291002672,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,2,6,1,,6,6,6,5,6,1,6,1,-1,4,4,5,-1,6,3,0,-1,0,0,3,5,3,1,7
3291001879,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,9,30
3290999912,1,0,2,1,-1,-1,-1,5,-1,,2,3,4,5,1,6,,5,6,6,1,6,1,5,4,1,6,6,1,1,6,3,0,-1,1,1,3,1,4,9,5
3290998457,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,4,4,1,30
3290996933,1,1,6,1,2,3,4,5,6,,4,5,6,2,1,3,,6,5,6,5,6,5,6,6,6,4,5,3,6,6,2,1,1,0,0,1,3,3,6,0
3290994001,1,0,5,1,2,3,4,-1,6,,5,3,6,1,2,4,,6,6,6,5,6,6,6,5,6,6,6,2,2,5,1,1,0,0,0,1,1,2,3,1
3290992477,1,1,5,1,2,-1,4,5,6,,4,5,6,2,1,3,,5,5,5,5,5,1,5,4,4,6,6,5,1,6,2,0,-1,1,1,1,2,4,1,2
3290992371,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,9,30
3290987996,1,1,6,1,2,3,4,5,6,,6,2,4,3,1,5,,6,6,6,6,6,-1,4,6,6,6,6,3,5,6,1,1,0,1,0,2,1,5,4,1
3290984063,1,0,2,-1,-1,-1,-1,5,6,,2,3,4,5,6,1,,6,5,5,6,6,1,2,1,1,5,6,1,5,-1,3,0,-1,0,0,3,-1,3,7,7
3290980789,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290977827,1,0,6,1,2,3,4,5,6,,3,4,5,6,1,2,,6,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,-1,6,1,0,-1,0,0,1,-1,3,6,11
3290976539,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290975724,1,1,6,1,2,3,4,5,6,,1,2,3,4,5,6,,5,5,5,5,6,4,6,4,4,5,5,4,4,6,2,0,-1,1,0,4,3,2,4,1
3290973695,1,1,6,1,2,3,4,5,6,,5,4,6,2,3,1,,6,5,6,3,4,4,5,4,4,6,6,2,3,6,2,1,0,1,1,1,-1,3,3,1
3290973177,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,4,7,30
3290973120,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,3,1,31
3290972257,1,1,6,1,2,3,4,5,6,,4,5,6,1,3,2,,6,6,6,6,6,6,6,6,6,6,6,2,1,6,2,0,-1,1,0,2,4,5,6,1
3290971794,1,1,6,1,2,3,4,5,6,,5,6,4,3,1,2,,6,6,6,6,6,6,2,3,3,6,6,3,6,6,1,0,-1,1,1,3,-1,5,2,2
3290971358,1,1,2,1,2,-1,-1,-1,-1,,2,1,3,4,5,6,,4,5,5,4,6,4,6,5,4,6,6,5,4,6,1,0,-1,0,1,2,3,3,6,5
3290965482,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,5,3,31
3290961855,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,3,1,30
3290961497,1,1,6,1,2,3,4,5,6,,5,1,6,2,3,4,,6,5,5,6,6,2,2,5,5,3,6,3,5,6,1,0,-1,0,0,1,3,4,1,1
3290953060,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,5,8,30
3290949606,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290948002,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,6,6,6,1,6,1,5,1,1,6,6,1,1,6,3,1,0,0,1,4,1,5,7,4
3290947136,1,0,6,1,2,3,4,5,6,,1,2,3,5,6,4,,6,6,6,6,6,4,2,4,3,6,6,6,6,6,1,0,-1,1,1,3,2,3,8,1
3290947011,1,0,6,1,2,3,4,5,6,,5,2,1,4,3,6,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,-1,1,0,1,4,2,3,1
3290946211,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,5,1,31
3290944858,1,1,6,1,2,3,4,5,6,,3,1,2,4,5,6,,6,6,6,6,6,5,6,5,6,6,6,2,6,6,1,0,-1,1,0,2,4,3,6,1
3290944288,1,1,5,1,2,3,-1,5,6,,4,5,6,3,2,1,,6,5,5,5,6,1,2,5,5,6,6,6,5,6,1,1,0,0,0,3,-1,4,8,2
3290941824,1,1,5,1,2,3,-1,5,6,,4,5,6,3,2,1,,6,5,5,5,6,1,1,6,6,6,6,6,5,6,1,0,-1,0,-1,-1,-1,-1,-1,7
3290939696,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290934328,1,0,2,-1,-1,-1,4,5,-1,,1,6,5,3,2,4,,6,6,6,4,6,5,6,5,5,6,6,2,3,5,2,0,-1,0,0,3,3,4,1,5
3290929229,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,5,5,4,4,4,4,5,5,4,4,4,1,0,-1,1,0,2,3,5,6,1
3290927126,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,3,9,31
3290926407,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4,3,4,9,30
3290922858,1,0,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,5,5,6,4,6,4,4,5,5,5,5,6,3,1,0,0,0,4,3,2,3,0
3290920752,1,0,1,1,-1,-1,-1,-1,-1,,1,2,3,4,5,6,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,-1,0,1,4,1,3,6,6
3290919823,1,1,6,1,2,3,4,5,6,,4,5,6,3,2,1,,6,6,6,5,6,2,3,4,3,5,6,4,6,6,2,0,-1,1,1,2,-1,5,9,2
3290919419,1,1,6,1,2,3,4,5,6,,5,6,4,2,3,1,,6,6,6,5,6,5,6,6,3,3,6,2,5,6,3,0,-1,1,0,3,-1,4,9,2
3290917153,1,1,6,1,2,3,4,5,6,,5,6,4,2,1,3,,6,6,6,3,5,5,3,4,4,5,5,2,4,4,1,0,-1,0,0,2,5,5,1,1
3290917131,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,5,4,4,4,3,-1,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
3290916554,1,1,6,1,2,3,4,5,6,,4,3,5,2,6,1,,6,6,6,5,6,2,3,4,5,6,6,5,5,6,2,1,1,1,1,1,-1,3,4,1
3290915885,1,1,6,1,2,3,4,5,6,,3,6,5,1,4,2,,6,6,6,6,6,6,6,4,3,6,6,3,6,6,2,1,1,1,0,3,-1,3,6,1
3290912485,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290912014,1,0,3,-1,-1,-1,4,5,6,,4,5,6,1,3,2,,6,6,6,1,5,4,4,1,-1,6,6,4,1,5,2,0,-1,0,1,3,3,3,1,5
3290910069,1,1,6,1,2,3,4,5,6,,3,4,5,6,1,2,,6,6,6,4,6,2,4,4,1,4,5,3,4,6,2,0,-1,1,0,3,-1,3,5,2
3290906086,1,1,5,1,2,-1,4,5,6,,1,3,6,2,4,5,,6,5,4,5,6,2,2,6,2,6,6,6,4,6,3,0,-1,0,1,3,-1,5,1,3
3290906022,1,0,3,-1,-1,-1,4,5,6,,4,5,6,2,3,1,,5,5,5,5,5,1,2,1,1,5,5,1,1,5,3,0,-1,0,0,3,4,3,4,4
3290903423,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,6,6,6,3,5,1,3,1,3,6,6,5,1,5,3,0,-1,0,1,3,3,5,4,5
3290902880,1,1,6,1,2,3,4,5,6,,4,6,5,1,2,3,,6,6,6,5,6,3,6,4,4,6,6,4,6,6,2,0,-1,0,1,3,5,5,7,1
3290901027,1,1,6,1,2,3,4,5,6,,4,5,6,2,1,3,,6,5,5,4,6,4,-1,3,4,5,5,2,4,5,3,0,-1,1,0,3,1,5,1,2
3290896982,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290893301,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4,5,4,1,30
3290889443,1,0,2,-1,2,3,-1,-1,-1,,1,2,3,4,5,6,,5,6,6,4,6,2,2,6,3,6,6,6,5,6,2,0,-1,0,1,1,3,4,1,5
3290888715,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290888303,1,1,5,1,-1,3,4,5,6,,4,6,5,2,3,1,,5,6,5,4,6,2,4,4,3,5,6,4,5,6,2,0,-1,1,0,1,-1,2,1,3
3290888102,1,0,2,-1,2,3,-1,-1,-1,,6,5,3,1,4,2,,6,6,5,2,6,1,1,-1,-1,6,6,-1,-1,6,3,0,-1,0,1,3,2,5,4,9
3290888079,1,1,6,1,2,3,4,5,6,,2,3,4,5,6,1,,6,6,6,6,6,5,5,5,4,6,6,2,2,6,3,0,-1,1,1,4,-1,3,3,2
3290884427,1,1,5,1,2,3,4,-1,6,,3,4,5,6,1,2,,6,6,6,5,6,4,5,4,4,6,6,4,5,6,1,1,0,1,0,3,-1,4,6,2
3290881566,1,1,5,1,2,-1,4,5,6,,4,5,6,1,2,3,,6,6,6,6,6,3,3,4,3,5,5,3,1,6,2,0,-1,0,1,4,4,5,6,2
3290879019,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,5,6,6,5,6,4,4,4,4,6,6,2,5,6,2,0,-1,1,1,3,2,5,2,1
3290878766,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,4,6,1,5,3,4,6,6,5,4,6,2,1,1,1,0,3,5,4,7,0
3290874545,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,33
3290873342,1,1,6,1,2,3,4,5,6,,6,2,3,4,1,5,,5,4,5,3,6,6,6,5,6,4,4,2,3,5,2,1,1,0,0,2,3,4,3,0
3290871307,1,1,6,1,2,3,4,5,6,,6,4,5,1,2,3,,6,6,6,6,6,2,3,5,2,6,6,3,5,6,2,0,-1,1,0,3,4,5,6,1
3290869696,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,4,1,30
3290863729,1,1,6,1,2,3,4,5,6,,5,6,2,4,1,3,,6,5,5,6,6,2,3,6,3,6,6,2,6,6,2,0,-1,1,1,1,4,3,1,1
3290863193,1,1,6,1,2,3,4,5,6,,5,6,4,1,3,2,,6,6,6,6,6,5,6,5,5,6,6,2,6,6,2,1,0,1,0,3,-1,4,7,1
3290862050,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290860908,1,1,6,1,2,3,4,5,6,,6,5,3,4,1,2,,6,6,6,6,1,-1,6,1,5,6,6,5,6,6,1,1,0,1,0,3,1,5,4,1
3290860842,1,0,6,1,2,3,4,5,6,,3,4,6,5,1,2,,6,6,5,5,6,4,4,5,4,4,5,5,3,6,3,0,-1,0,0,4,-1,3,7,2
3290860558,1,1,6,1,2,3,4,5,6,,6,4,3,1,2,5,,6,6,6,6,6,6,6,6,6,6,6,3,6,6,2,0,-1,0,0,2,-1,4,5,2
3290858689,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290858543,1,1,6,1,2,3,4,5,6,,4,3,5,2,1,6,,6,5,6,4,6,4,5,1,5,6,6,1,5,6,3,1,0,1,0,3,5,5,5,0
3290855818,1,1,6,1,2,3,4,5,6,,5,6,4,1,2,3,,6,6,6,6,6,5,6,3,5,6,6,6,4,6,2,1,1,1,0,3,-1,2,1,1
